Tree ID,Longitude,Latitude,Common Name,Condition Class / Infestation Pattern,List of Trees on  residential property,BTM positive trees self reported  on residential property,BTM positive Tree Species on property,Dbh 1. inches,Dbh 2,Dbh 3,Dbh 4,Dbh 5,Dbh 6,Number Observed BTM Nests,Entry Source,BTM (Y/N),Interest in Help,Tree Type,Distance to Water,Proposed Treatment Type (Insert/Injection; Manual Removal; Organic Spray),"Treatm.  Priority (1: High, 2: Med, 3: Low)",Geopoint
201,-69.627437269,44.553095521,Maple-Sugar,Good,N/A,N/A,1,3,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Fruiting/Flowering,25-250,Organic Spray,1,POINT(-69.627437269 44.553095521)
91,-69.627198538,44.552910416,Oak-Northern Red,Good,N/A,N/A,1,3,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,<25,Insert/Injection,1,POINT(-69.627198538 44.552910416)
495,-69.655900935,44.580442062,Oak-Northern Red,Good,N/A,N/A,1,4,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.655900935 44.580442062)
367,-69.660531149,44.533782621,Oak-Northern Red,Fair,N/A,N/A,1,5,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.660531149 44.533782621)
494,-69.655889006,44.580491869,Oak-Northern Red,Good,N/A,N/A,1,6,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.655889006 44.580491869)
499,-69.655182389,44.580164924,Oak-Northern Red,Good,N/A,N/A,1,6,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.655182389 44.580164924)
386,-69.660187352,44.534239682,Oak-Northern Red,Good,N/A,N/A,1,7,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.660187352 44.534239682)
601,-69.655277268,44.580441742,Oak-Northern Red,Good,N/A,N/A,1,7,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.655277268 44.580441742)
500,-69.655200427,44.580150564,Oak-Northern Red,Good,N/A,N/A,1,8,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.655200427 44.580150564)
527,-69.6543411,44.578599094,Oak-Northern Red,Good,N/A,N/A,1,8,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.6543411 44.578599094)
523,-69.654514811,44.57905045,Oak-Northern Red,Good,N/A,N/A,1,10,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.654514811 44.57905045)
302,-69.631011941,44.567683658,Oak-Northern Red,Good,N/A,N/A,1,11,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.631011941 44.567683658)
628,-69.654581214,44.579219653,Oak-Northern Red,Good,N/A,N/A,1,11,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.654581214 44.579219653)
44,-69.627784007,44.550948337,Oak-Northern Red,Poor,N/A,N/A,1,2,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,25-250,Insert/Injection,1,POINT(-69.627784007 44.550948337)
47,-69.627433923,44.551153797,Oak-Northern Red,Good,N/A,N/A,1,3,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,25-250,Insert/Injection,1,POINT(-69.627433923 44.551153797)
433,-69.659008709,44.534032008,Poplar-Aspen,Fair,N/A,N/A,1,6,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.659008709 44.534032008)
464,-69.660747163,44.527209811,Poplar-Aspen,Fair,N/A,N/A,1,6,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.660747163 44.527209811)
470,-69.660463431,44.527063873,Poplar-Aspen,Good,N/A,N/A,1,9,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.660463431 44.527063873)
381,-69.66071334,44.534181935,Poplar-Bigtooth Aspen,Good,N/A,N/A,1,7,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.66071334 44.534181935)
472,-69.66031406,44.527032253,Poplar-Bigtooth Aspen,Fair,N/A,N/A,1,12,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.66031406 44.527032253)
12,-69.64589251,44.562438054,Ash-Black,Fair,N/A,N/A,0,7,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.64589251 44.562438054)
13,-69.646085003,44.562390027,Ash-Black,Good,N/A,N/A,0,7,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.646085003 44.562390027)
11,-69.645948834,44.562483599,Ash-Black,Fair,N/A,N/A,0,9,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.645948834 44.562483599)
208,-69.628095893,44.553121331,Ash-Black,Good,N/A,N/A,0,10,10,8,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.628095893 44.553121331)
415,-69.66212271,44.528641729,Ash-Green,Good,N/A,N/A,0,5,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.66212271 44.528641729)
419,-69.662281421,44.528713133,Ash-Green,Good,N/A,N/A,0,5,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.662281421 44.528713133)
453,-69.661279845,44.527566406,Ash-Green,Good,N/A,N/A,0,5,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.661279845 44.527566406)
414,-69.662122754,44.528620352,Ash-Green,Good,N/A,N/A,0,6,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.662122754 44.528620352)
450,-69.661257411,44.527650661,Ash-Green,Good,N/A,N/A,0,6,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.661257411 44.527650661)
454,-69.66127555,44.52751999,Ash-Green,Good,N/A,N/A,0,6,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.66127555 44.52751999)
360,-69.660364382,44.533572303,Ash-Green,Good,N/A,N/A,0,7,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.660364382 44.533572303)
451,-69.661318763,44.527557421,Ash-Green,Good,N/A,N/A,0,7,5,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.661318763 44.527557421)
452,-69.661319502,44.527559112,Ash-Green,Good,N/A,N/A,0,7,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.661319502 44.527559112)
462,-69.660916033,44.527305614,Ash-Green,Good,N/A,N/A,0,8,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.660916033 44.527305614)
148,-69.632787613,44.546015611,Ash-Green,Fair,N/A,N/A,0,9,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.632787613 44.546015611)
418,-69.662240958,44.528693934,Ash-Green,Good,N/A,N/A,0,10,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.662240958 44.528693934)
14,-69.646017612,44.562370733,Ash-Green,Good,N/A,N/A,0,11,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.646017612 44.562370733)
449,-69.6613353,44.527730767,Ash-Green,Good,N/A,N/A,0,12,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.6613353 44.527730767)
149,-69.632878265,44.546073628,Ash-Green,Good,N/A,N/A,0,13,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.632878265 44.546073628)
417,-69.662144845,44.528681952,Ash-Green,Good,N/A,N/A,0,13,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.662144845 44.528681952)
21,-69.630572671,44.562367886,Ash-Green,Good,N/A,N/A,0,14,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.630572671 44.562367886)
18,-69.630492737,44.562499705,Ash-Green,Good,N/A,N/A,0,15,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.630492737 44.562499705)
503,-69.655008274,44.579851724,Ash-Green,Good,N/A,N/A,0,15,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.655008274 44.579851724)
416,-69.662130981,44.528684008,Ash-Green,Good,N/A,N/A,0,17,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.662130981 44.528684008)
4,-69.644996149,44.562149318,Ash-Green,Good,N/A,N/A,0,21,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.644996149 44.562149318)
358,-69.660230611,44.533456978,Ash-Green,Fair,N/A,N/A,0,24,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.660230611 44.533456978)
184,-69.647938414,44.564685154,Ash-Green,Good,N/A,N/A,0,10,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.647938414 44.564685154)
8,-69.646487087,44.562023717,Ash-Green,Good,N/A,N/A,0,12,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.646487087 44.562023717)
7,-69.646411767,44.561967834,Ash-Green,Good,N/A,N/A,0,13,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.646411767 44.561967834)
10,-69.646671514,44.56212773,Ash-Green,Poor,N/A,N/A,0,13,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.646671514 44.56212773)
186,-69.648137734,44.564859168,Ash-Green,Good,N/A,N/A,0,13,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.648137734 44.564859168)
17,-69.646702032,44.562202751,Ash-Green,Good,N/A,N/A,0,15,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.646702032 44.562202751)
9,-69.646594589,44.562086883,Ash-Green,Poor,N/A,N/A,0,16,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.646594589 44.562086883)
5,-69.646250489,44.561852914,Ash-Green,Good,N/A,N/A,0,18,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.646250489 44.561852914)
228,-69.628178962,44.550774798,Ash-White,Good,N/A,N/A,0,3,2,2,1,1,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.628178962 44.550774798)
390,-69.659243802,44.527558627,Ash-White,Poor,N/A,N/A,0,5,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.659243802 44.527558627)
365,-69.660490021,44.533734044,Ash-White,Good,N/A,N/A,0,6,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.660490021 44.533734044)
366,-69.660521494,44.533796584,Ash-White,Poor,N/A,N/A,0,6,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.660521494 44.533796584)
389,-69.65919482,44.527610528,Ash-White,Poor,N/A,N/A,0,6,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.65919482 44.527610528)
431,-69.659080366,44.534101685,Ash-White,Good,N/A,N/A,0,6,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.659080366 44.534101685)
432,-69.659032008,44.534053628,Ash-White,Good,N/A,N/A,0,6,6,6,6,5,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.659032008 44.534053628)
487,-69.656578388,44.581199002,Ash-White,Good,N/A,N/A,0,6,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.656578388 44.581199002)
509,-69.65470291,44.579126864,Ash-White,Good,N/A,N/A,0,6,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.65470291 44.579126864)
614,-69.654961952,44.580071095,Ash-White,Good,N/A,N/A,0,6,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.654961952 44.580071095)
229,-69.62814937,44.550613414,Ash-White,Good,N/A,N/A,0,7,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.62814937 44.550613414)
371,-69.660663998,44.533889385,Ash-White,Poor,N/A,N/A,0,7,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.660663998 44.533889385)
391,-69.659243151,44.527458209,Ash-White,Poor,N/A,N/A,0,7,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.659243151 44.527458209)
440,-69.659623593,44.534185807,Ash-White,Good,N/A,N/A,0,7,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.659623593 44.534185807)
425,-69.658967635,44.534126253,Ash-White,Good,N/A,N/A,0,8,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.658967635 44.534126253)
522,-69.654551728,44.579071468,Ash-White,Poor,N/A,N/A,0,8,8,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.654551728 44.579071468)
370,-69.660536747,44.533811941,Ash-White,Fair,N/A,N/A,0,9,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.660536747 44.533811941)
392,-69.659303332,44.5273026,Ash-White,Poor,N/A,N/A,0,9,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.659303332 44.5273026)
420,-69.658823963,44.534066093,Ash-White,Fair,N/A,N/A,0,9,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.658823963 44.534066093)
617,-69.654872067,44.57998129,Ash-White,Good,N/A,N/A,0,9,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.654872067 44.57998129)
171,-69.634583091,44.545967712,Ash-White,Poor,N/A,N/A,0,10,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.634583091 44.545967712)
376,-69.660768525,44.534029758,Ash-White,Good,N/A,N/A,0,10,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.660768525 44.534029758)
422,-69.658914936,44.534090261,Ash-White,Fair,N/A,N/A,0,10,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.658914936 44.534090261)
508,-69.654712859,44.579156739,Ash-White,Good,N/A,N/A,0,10,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.654712859 44.579156739)
378,-69.660716712,44.534031087,Ash-White,Good,N/A,N/A,0,11,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.660716712 44.534031087)
496,-69.655363069,44.58031352,Ash-White,Good,N/A,N/A,0,11,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.655363069 44.58031352)
505,-69.654971911,44.579717809,Ash-White,Good,N/A,N/A,0,11,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.654971911 44.579717809)
135,-69.63481117,44.545778178,Ash-White,Fair,N/A,N/A,0,12,8,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.63481117 44.545778178)
368,-69.660564514,44.533799626,Ash-White,Fair,N/A,N/A,0,12,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.660564514 44.533799626)
369,-69.660564364,44.533815055,Ash-White,Fair,N/A,N/A,0,12,11,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.660564364 44.533815055)
375,-69.660712545,44.533993659,Ash-White,Good,N/A,N/A,0,12,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.660712545 44.533993659)
377,-69.660774381,44.534026743,Ash-White,Good,N/A,N/A,0,12,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.660774381 44.534026743)
511,-69.654649511,44.57900704,Ash-White,Fair,N/A,N/A,0,12,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.654649511 44.57900704)
456,-69.661259036,44.527446348,Ash-White,Good,N/A,N/A,0,15,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.661259036 44.527446348)
387,-69.660263354,44.534356016,Ash-White,Good,N/A,N/A,0,16,10,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.660263354 44.534356016)
373,-69.660722068,44.534027179,Ash-White,Good,N/A,N/A,0,17,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.660722068 44.534027179)
506,-69.654960134,44.579629496,Ash-White,Good,N/A,N/A,0,20,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.654960134 44.579629496)
372,-69.660664476,44.533920253,Ash-White,Good,N/A,N/A,0,21,19,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.660664476 44.533920253)
497,-69.655264818,44.580250606,Ash-White,Good,N/A,N/A,0,21,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.655264818 44.580250606)
26,-69.627739925,44.55078428,Ash-White,Good,N/A,N/A,0,5,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.627739925 44.55078428)
34,-69.627674588,44.550703573,Ash-White,Fair,N/A,N/A,0,6,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.627674588 44.550703573)
398,-69.65954621,44.526941668,Ash-White,Good,N/A,N/A,0,6,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.65954621 44.526941668)
27,-69.627685549,44.550843438,Ash-White,Fair,N/A,N/A,0,7,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.627685549 44.550843438)
364,-69.66049525,44.533717685,Beech-American,Fair,N/A,N/A,0,12,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.66049525 44.533717685)
627,-69.654596416,44.579225666,Birch-Paper,Good,N/A,N/A,0,5,6,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.654596416 44.579225666)
490,-69.656005297,44.580622806,Birch-Paper,Good,N/A,N/A,0,6,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.656005297 44.580622806)
626,-69.654639015,44.579297057,Birch-Paper,Good,N/A,N/A,0,7,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.654639015 44.579297057)
359,-69.660291057,44.533479525,Birch-Paper,Good,N/A,N/A,0,9,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.660291057 44.533479525)
518,-69.654681044,44.579412789,Birch-Paper,Good,N/A,N/A,0,9,5,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.654681044 44.579412789)
159,-69.633557488,44.546419604,Birch-Paper,Good,N/A,N/A,0,13,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.633557488 44.546419604)
475,-69.659752246,44.526938283,Birch-Paper,Poor,N/A,N/A,0,11,8,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.659752246 44.526938283)
78,-69.627266982,44.552631408,Birch-River,Poor,N/A,N/A,0,1,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,<25,None,4,POINT(-69.627266982 44.552631408)
72,-69.627223746,44.552519284,Birch-River,Good,N/A,N/A,0,2,2,2,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,<25,None,4,POINT(-69.627223746 44.552519284)
73,-69.627167156,44.552576085,Birch-River,Good,N/A,N/A,0,2,2,2,1,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,<25,None,4,POINT(-69.627167156 44.552576085)
54,-69.627043157,44.551511699,Birch-River,Good,N/A,N/A,0,3,3,1,1,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,<25,None,4,POINT(-69.627043157 44.551511699)
57,-69.627195413,44.551667433,Birch-River,Good,N/A,N/A,0,3,3,1,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,<25,None,4,POINT(-69.627195413 44.551667433)
65,-69.627124771,44.552286369,Birch-River,Good,N/A,N/A,0,3,2,1,1,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,<25,None,4,POINT(-69.627124771 44.552286369)
67,-69.627223061,44.552357526,Birch-River,Good,N/A,N/A,0,3,3,3,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,<25,None,4,POINT(-69.627223061 44.552357526)
69,-69.627154943,44.5524321,Birch-River,Good,N/A,N/A,0,3,1,1,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,<25,None,4,POINT(-69.627154943 44.5524321)
66,-69.627196143,44.552316625,Birch-River,Good,N/A,N/A,0,4,3,1,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,<25,None,4,POINT(-69.627196143 44.552316625)
76,-69.627192099,44.552688893,Birch-River,Good,N/A,N/A,0,4,2,2,1,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,<25,None,4,POINT(-69.627192099 44.552688893)
94,-69.62741295,44.552887499,Birch-River,Good,N/A,N/A,0,2,2,2,2,2,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.62741295 44.552887499)
50,-69.627235139,44.551275308,Birch-River,Fair,N/A,N/A,0,3,2,1,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.627235139 44.551275308)
81,-69.627381076,44.552660195,Birch-River,Good,N/A,N/A,0,3,2,2,2,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.627381076 44.552660195)
92,-69.627345463,44.55291072,Birch-River,Fair,N/A,N/A,0,3,3,2,1,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.627345463 44.55291072)
93,-69.627397874,44.552914679,Birch-River,Good,N/A,N/A,0,3,3,2,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.627397874 44.552914679)
346,-69.662570964,44.528812439,Cherry-Black,Poor,N/A,N/A,0,8,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,>250,None,4,POINT(-69.662570964 44.528812439)
457,-69.661258465,44.527401967,Cherry-Black,Dead,N/A,N/A,0,8,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,>250,None,4,POINT(-69.661258465 44.527401967)
460,-69.66113757,44.527348154,Cherry-Black,Fair,N/A,N/A,0,8,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,>250,None,4,POINT(-69.66113757 44.527348154)
113,-69.632901785,44.550845712,Elm-American,Fair,N/A,N/A,0,2,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.632901785 44.550845712)
120,-69.633366718,44.55080302,Elm-American,Fair,N/A,N/A,0,2,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.633366718 44.55080302)
15,-69.645798294,44.562263071,Elm-American,Dead,N/A,N/A,0,5,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.645798294 44.562263071)
481,-69.65986478,44.526989523,Elm-American,Poor,N/A,N/A,0,5,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.65986478 44.526989523)
336,-69.643024777,44.534683249,Elm-American,Poor,N/A,N/A,0,10,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.643024777 44.534683249)
124,-69.633531438,44.551005371,Ginkgo,Good,N/A,N/A,0,11,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.633531438 44.551005371)
52,-69.627177903,44.551351791,Honeylocust-Thornless Common,Good,N/A,N/A,0,3,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,<25,None,4,POINT(-69.627177903 44.551351791)
53,-69.627134979,44.551464784,Honeylocust-Thornless Common,Good,N/A,N/A,0,3,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,<25,None,4,POINT(-69.627134979 44.551464784)
55,-69.627172932,44.55159065,Honeylocust-Thornless Common,Good,N/A,N/A,0,3,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,<25,None,4,POINT(-69.627172932 44.55159065)
182,-69.647300432,44.564127793,Honeylocust-Thornless Common,Good,N/A,N/A,0,20,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,>250,None,4,POINT(-69.647300432 44.564127793)
